,RF Prediction,XGB Prediction,Reg Prediction,Actual
52,371137.7390539731,397113.46875,378658.5070059113,530000
53,756446.1721272861,725027.0,618695.778673388,1180000
54,534468.8884497383,598112.8125,664540.0650290023,510000
55,375920.00523798034,418932.90625,390225.9262038197,603000
56,542210.7400072,553593.5,440118.1240041175,425000
57,274244.27458580903,267861.21875,298467.7550269753,286900
58,426674.8251664534,422767.0,418856.8070114392,380000
59,959043.9969385089,932596.125,821262.88439263,1400000
60,359876.592894357,313485.6875,323348.1984495626,200000
61,369186.0027368336,362539.25,396809.3263847695,378800
62,376589.15577037004,371785.96875,286550.0573048016,250000
63,470842.12399456685,487042.90625,509178.9165582355,459800
64,658959.3518031513,700368.5625,762554.9960924746,640000
65,183260.22588940588,195323.625,235456.2444592715,190000
66,369718.85598941136,406651.3125,438215.24108538404,439000
67,622426.3992612535,547949.125,458740.75301398523,415000
68,462443.26051033393,419192.28125,416172.2553480632,527700
69,622496.8058021141,609243.875,559094.1840290204,505000
70,679436.1867349915,639453.4375,534183.9273801886,600000
71,845746.6658662197,805218.8125,621307.2180096054,865000
72,282505.0951352305,272077.84375,319003.24675865663,260000
73,2200861.002795822,2391550.25,3422819.579120883,2000000
74,267793.5504406031,304084.25,317048.04002851906,552000
75,322562.3723174142,313985.96875,311748.13117992104,472000
76,478707.0733207383,439102.8125,458753.0155720302,385000
77,970549.5344322729,1039414.3125,1000629.4169916549,1700000
78,443137.61797514063,423592.71875,421006.6725970595,295000
79,321137.3543934092,379165.8125,357953.6737553968,595000
80,638682.7134247809,524812.5,423753.6607892547,443000
81,824350.8231565991,671291.5625,532303.9639938689,855000
82,252604.1259254298,381179.09375,359659.0799603328,450000
83,592520.7461391779,578871.625,686164.9939501246,556000
84,669050.5058512164,650940.3125,529407.6968892224,850000
85,275193.568342393,277184.40625,284472.2937477237,298800
86,326560.81446928903,367231.375,359675.08450403856,371000
87,534346.3293785439,565160.6875,629545.9398436636,605000
88,262889.59351673,357712.9375,329883.93279314507,682000
89,469420.67182901583,530325.25,402132.70715712965,775000
90,420383.2757909997,410123.8125,391383.6668881704,425000
91,610704.4069955297,600161.1875,748866.9907293152,620000
92,307387.03963744803,353466.90625,405452.6708541871,364500
93,1313723.9885965886,1281521.5,1070383.6795461678,1880000
94,357001.673520051,383729.34375,364701.85837264167,332500
95,263920.25033295,262413.15625,278995.7665774011,310000
96,688000.2818105038,606871.0,637409.8445360325,685000
97,424493.6499494525,355284.78125,291302.17838882416,269500
98,437318.43130682665,453070.8125,414018.420817268,460000
99,384450.6555615552,429772.4375,398585.63556849764,286000
100,732370.912853286,794483.375,866791.8846561711,760000
101,1409449.4552605427,1473763.75,1559406.541174394,1370000
102,686919.7264566883,795686.6875,786597.2375449617,710000
103,461058.39151181444,469670.125,492135.5393904934,318000
104,425626.6690568361,356740.625,333350.5724796526,255000
105,584035.8007277232,599943.1875,648468.0794960307,549950
106,522766.3498279543,538466.0625,548557.3359280481,550000
107,538023.8757932166,494941.59375,553424.8089301407,500000
108,304385.28743565275,273930.5625,285461.0639080453,205425
109,687978.3434809706,867344.125,673692.4979877027,985000
110,580662.1863946683,603465.3125,564549.541229746,600000
111,413032.87568602554,460476.0625,430463.05598665506,440000
112,519787.19430170447,569304.9375,571132.9833126822,648360
113,437245.98445673013,431706.4375,409454.72679849487,440000
114,892417.6128633401,850914.5625,843122.2041195834,1000000
115,454894.79464614723,433915.5,454265.83860215533,389000
116,253050.99414591893,302313.78125,343238.74921343947,280000
117,413836.3706174465,391416.78125,389915.3499980353,650000
118,442026.7224302788,415667.96875,426817.19524513464,453000
119,543108.4245231601,556640.1875,536589.744494251,538000
120,1049849.2958457493,962107.25,746848.0911670215,930000
121,640399.4450093964,592997.1875,497916.43607013987,640000
122,199264.6840333858,170687.59375,196021.69135540706,375000
123,388941.9502116783,289394.28125,306936.91488715046,265000
124,183005.3761907029,212745.6875,238926.95652207077,275000
125,720486.1816486021,703608.8125,770181.7021436299,808900
126,640749.9445216844,593767.9375,512569.8544220734,650000
127,350173.6596236405,345246.59375,342441.17094999924,315000
128,447943.37634559214,419200.65625,372059.4550200293,393500
129,765363.0747364683,882240.4375,845496.6446275243,760369
130,465208.0584754807,385904.09375,360181.1953878067,259000
131,205739.45452980357,217786.03125,225064.51519328172,135000
132,582144.1947657126,557065.0625,606730.159528112,638150
133,362092.1203064204,378397.46875,377570.41726138705,348000
134,715748.6486557408,566678.875,543778.6945855401,580000
135,474337.777731059,521893.75,449269.1157866281,835000
136,311416.1769642057,333784.625,354700.70523769286,299800
137,265238.3560432036,271771.34375,284842.63222006895,252000
138,384809.18120025063,400670.28125,403438.83191897644,415000
139,248448.0492895513,251333.484375,284398.1597238196,260000
140,800673.6240903365,777398.4375,835037.4240814463,762500
141,407060.512485007,397130.5,543531.3022331203,431500
142,374821.39780792897,341600.0625,328315.9745244654,300000
143,688156.9447031235,624675.6875,662402.7668379687,485000
144,527541.5629755501,527383.375,566771.0450909944,540000
145,515067.4048883138,545154.8125,528840.4770820615,525000
146,854350.1831326449,858254.375,754118.0041740512,889950
147,470164.9564883783,422570.3125,457800.6779525347,410000
148,1402829.4147052949,1084342.5,752259.3695694981,1720000
149,249955.27005412072,224120.1875,255342.90861438043,224500
150,547471.8691036775,506914.15625,434090.50030405604,643500
151,226871.91231549985,249766.75,278611.18124367745,342000
152,415805.4119236383,381171.46875,401683.33000336506,579950
153,354939.18458773935,373819.25,392024.89886043925,330000
154,572604.3768097174,574521.3125,560738.4928242543,850000
155,684501.7796431753,539172.625,454134.8768926841,696950
156,349219.1235210598,327914.15625,325789.9680481234,273000
157,283805.5271281488,242812.875,279186.46158311015,210000
158,805769.4353352501,845426.375,973566.9216774297,605000
159,397741.3268548463,378529.1875,344301.063086865,430000
160,591454.9077353451,564668.3125,603065.1019867726,525000
161,346082.68387533905,424710.78125,374983.8343887286,376500
162,433330.0353105883,523020.8125,396598.68280260894,290000
163,326396.196534962,383342.71875,337980.12358728185,585000
164,203407.012296993,234837.625,276587.71547275176,269900
165,252883.48367617012,322389.4375,347554.3447363666,340000
166,281661.6019091016,290895.125,320093.7369692904,215000
167,1103820.1278703024,1176863.125,1114202.9116860647,1750000
168,1611877.5132471893,1867738.625,2059697.6223912528,2900000
169,357663.9147832099,392879.03125,421643.35384823015,377000
170,566909.9157211256,563021.25,575714.129760798,556300
171,449836.6573851348,493135.1875,484582.1415682989,830000
172,304808.02286846587,287491.0,304550.4022498584,247500
173,750535.4945830487,694424.0625,720356.4403358431,598780
174,572776.4240945254,551712.4375,477878.1937766963,874000
175,504174.5299063528,593529.5625,462204.2778751798,1050000
176,372165.06074338546,333487.75,338513.58454483736,362000
177,969790.7366304055,1018367.6875,833520.8742696793,1050000
178,330746.6182414286,315094.34375,312221.45405211387,269950
179,216249.375233025,251337.796875,271352.1694013382,206000
180,637383.9776352491,537981.5625,426726.75735207525,605000
181,846190.2308479684,887319.1875,1077513.0777431186,911000
182,621385.7752348685,592612.1875,624925.3304202913,440000
183,558661.4843025777,511441.78125,498141.79878426826,660500
184,353958.28325152816,387331.375,402016.0384134044,170000
185,450205.2272793556,330538.03125,329203.8751423573,341000
186,328815.61792961083,309559.96875,304114.6061387985,140000
187,259283.8763598644,343254.4375,327955.75874064636,295000
188,246869.2113443808,234739.78125,280551.34336119855,130000
189,396104.7062098581,356100.59375,345810.62569845375,420000
190,634643.9119340952,523683.125,434717.46913342003,481500
191,642480.4001968392,641240.9375,736609.6390885984,600000
192,610412.0830428435,577015.8125,482411.2785666345,349900
193,273270.2832417066,268751.65625,280065.039865553,315000
194,441830.1242870448,452426.59375,541928.4444460501,462600
195,200103.4642000503,194329.40625,213802.72729029198,178000
196,234887.61452099026,259510.078125,290361.235448254,172500
197,588406.1886998283,612126.1875,554090.6607138922,624000
198,608259.8002821067,443006.59375,528174.2496952692,501000
199,325308.74167260574,327881.34375,343259.8820569259,309500
200,700649.8744942169,628769.8125,522525.893177305,760000
201,405707.55640387646,410372.625,424303.5643772188,510000
202,326132.8490803323,322488.46875,336501.7524482613,342400
203,1714138.7645247718,1725566.375,1158192.5658275194,1260000
204,475126.7661633986,459827.90625,406760.6808967227,397000
205,432925.7334716622,425201.96875,427185.5407774305,515000
206,511315.02948420384,505095.84375,622465.2606975109,471750
207,216730.64311341834,236786.28125,256900.09969848467,239000
208,394769.79730146396,326681.84375,403028.19204455893,400000
209,333913.7793391409,378065.96875,365455.24649401655,465000
210,311210.03304633126,304208.6875,297597.82035292534,260000
211,809478.2776177262,782670.4375,617053.375368833,1000000
212,250045.81678555673,232580.296875,304105.2254673228,235000
213,514184.048688459,428190.84375,368501.59118298197,529000
214,932291.6114354957,937782.3125,716218.093251136,1450000
215,278490.38218338386,283787.125,294401.4319045952,265000
216,351785.1133624852,284316.75,299052.42769083264,219950
217,339441.11841190915,320534.09375,394929.74300945946,315000
218,1246330.671460481,1246737.0,1421188.1438870844,1050000
219,342832.4067183302,395341.25,389783.1100900966,269000
220,252631.0992448111,267228.4375,298658.7906658212,460000
221,481589.15021009743,543355.8125,554552.900666395,472500
222,950536.9649789189,1049324.25,1004627.3913992746,896000
223,590881.2983264547,659111.6875,697252.365392949,915000
224,238085.98546790858,235645.046875,247090.07693897208,250000
225,469496.67962391704,467095.875,484111.09798327787,345000
226,459646.0787291595,472232.40625,399636.4035499468,645000
227,387341.9233135033,417081.21875,382870.05930454424,420000
228,403636.1004819149,409782.09375,395874.9043338999,481000
229,226169.39148638552,253827.296875,286856.34885252186,200450
230,589643.4914973867,562030.9375,693524.2999952086,735000
231,534821.5688657048,560896.875,597949.4373866193,554000
232,1299410.5877253623,1516014.0,998372.6015079559,1260000
233,339665.4910842373,453877.78125,374950.4636499638,400000
234,415445.8085606165,479087.46875,496754.52747505566,539950
235,723748.7720827445,677775.1875,549019.5402112859,1290000
236,392415.72039112763,379004.9375,360941.30577149236,415000
237,594588.1464051363,578640.9375,523886.0104870505,466000
238,564163.8597892693,541181.75,582307.4823575205,530000
239,272733.67230969144,279569.75,321408.9878798839,265000
240,902511.5738222005,958029.1875,1145720.293946228,878000
241,226871.91231549985,249766.75,278611.18124367745,178500
242,322587.3489500608,375565.1875,354118.4909987606,560000
243,821390.0361373924,753748.5,559907.8629414286,830000
244,425626.6690568361,356740.625,333350.5724796526,265000
245,453300.84000352846,491016.84375,426839.3150237386,406000
246,552900.936756007,539754.0,424372.02334370895,690000
247,386380.1619869671,390473.875,435116.0787830697,389950
248,421304.9585698683,413949.9375,409248.5423975192,399950
249,366357.17421336134,334253.21875,344733.3099450476,503000
250,395144.0973802348,413000.78125,347930.85420710023,343000
251,587526.2540052668,565243.75,618605.69894366,575000
252,585311.8619405394,605074.3125,538609.3677940088,553000
253,636610.1670872704,583421.8125,487619.36134684633,550000
254,226871.91231549985,249766.75,278611.18124367745,350000
255,446272.00370766403,385471.5625,331605.3446825339,319950
256,542441.1788268576,619500.0,565370.6047589836,715000
257,466134.25299787626,450336.65625,428628.31518642086,584000
258,179681.5349983936,241286.359375,282902.53845822054,169000
259,585385.7413495588,509389.5625,486615.64945619245,415000
260,912606.354386251,1001731.625,1029947.9991334564,1270000
261,430119.32485546335,419895.25,394924.74031056056,242500
262,525994.183838934,448212.375,426301.97162173054,615000
263,255455.2678472698,275383.5,316978.9301099069,250000
264,268666.0432371803,257761.3125,249675.55337929184,230000
265,741403.7620350248,686732.5,594445.4750251567,868500
266,268775.878057386,280971.65625,291326.87536469894,265000
267,317070.3044513338,293898.03125,300711.7946684668,160000
268,334930.68215611594,341837.0,449275.0665726315,331000
269,222893.23295997648,260516.328125,283885.85245559324,245000
270,507801.6952007082,526169.625,590028.4564343727,508000
271,300152.89265549445,400406.34375,382729.4500269624,262000
272,976739.2206428973,1036416.125,771263.4965638351,750000
273,349316.4217489814,345484.71875,367271.32839913404,350000
274,713872.8676444609,879576.4375,654205.8260619922,1360000
275,538263.4906332006,555605.4375,442434.4509160468,940000
276,354843.57221912674,338858.0,424637.8918717339,250000
277,705012.0099925662,730418.0625,778652.2413952954,770000
278,451326.58350242616,488672.21875,450909.27012257476,600000
279,358008.3432656473,333955.59375,372260.4442141167,310000
280,1057791.6866732514,1094436.625,685285.1413037248,635000
281,501694.077389431,439284.1875,440020.92391295894,415000
282,262363.6159518047,258543.21875,288752.95275530644,243400
283,493514.65206348454,372131.125,405611.07763862767,470000
284,229582.34982611574,238006.78125,256474.90408217363,195000
285,508423.6649941307,505211.46875,584077.7044693854,400000
286,432168.226195132,485296.8125,365784.0931144086,445000
287,341121.98714565515,378291.03125,391447.3807098688,281000
288,831816.6320202989,716336.25,545048.6433371222,525000
289,1555066.6066573896,2067944.375,1356228.635679688,1310000
290,403529.7076725115,350991.25,334509.233995162,362500
291,929490.1485924486,746089.0,547943.600901734,675000
292,437369.98101208784,457664.5,499014.82870040816,530000
293,1672751.664163304,1527496.25,1308366.8348822205,1400000
294,486981.69498424797,404446.03125,400078.78567860805,319000
295,354954.3217890711,319070.15625,350428.5580804079,342000
296,571870.9540372813,588541.25,499167.42098391417,750000
297,825940.1723840989,878330.0,1105705.1520149384,865000
298,1527744.279628882,1399390.625,1545545.8308069524,950000
299,379164.7545889835,391442.53125,389779.57202060125,216000
300,391556.17399380804,413885.1875,417853.1174467874,563500
301,465929.89247848344,452923.9375,427954.5641908755,485000
302,366889.5218706722,404503.875,371757.7789657359,450000
303,684191.732606302,657628.0,770236.5631926549,638250
304,293173.93901682826,291927.28125,295840.41584147693,365000
305,265312.2968550157,262557.34375,300622.234366267,246000
306,489227.0774538003,452714.90625,397992.51561063743,460000
307,388413.29588583374,416086.40625,478938.9283500616,478000
308,460719.2619468206,373758.65625,342124.10256466945,403000
309,611784.9811711604,577969.75,500401.5111806527,650000
310,418330.522996028,479061.875,447880.0897897082,364000
311,286133.78907082893,300925.0,313836.73349082033,265000
312,430533.71994248906,512180.75,462521.53137765784,398500
313,444663.28695687285,397793.09375,448858.34673982277,454000
314,210759.01979267976,206543.234375,258481.1663180574,182000
315,804149.9024695901,758578.625,610114.4054149211,897000
316,620709.6291665486,558491.6875,459667.94847859617,435000
317,379795.79739081854,435139.21875,459849.4527433132,375000
318,685770.8751468494,580431.625,463260.3140180042,452500
319,256500.58907628173,239299.3125,261775.38465586092,280000
320,1464422.0162907448,1189962.5,1486331.0372230918,1060000
321,432925.0580486098,416724.1875,441301.47890362336,384000
322,740101.5677919737,762298.9375,598778.324865713,660000
323,565577.2731169581,518471.78125,438098.95857775107,687500
324,397791.2760046519,365700.28125,411694.96669414366,370000
325,496506.74118483474,473907.5625,574617.1217993121,517500
326,287466.2476711477,349928.75,351638.276887444,279000
327,497667.3536952935,448868.5625,444854.5950982606,446000
328,462811.88998778147,472614.46875,500087.8979510262,465000
329,794933.1262683487,807310.25,952236.3316002677,825750
330,311722.72061595443,298383.375,303213.55669536913,319950
331,643226.193827028,570254.8125,487198.31586665683,840000
332,1990899.0225945597,2163536.0,1115673.200045745,1400000
333,469665.66198491433,472966.15625,495325.18774542096,455800
334,202794.65804521475,216470.9375,252781.831758055,280000
335,236997.70619704845,253656.9375,282670.20544994477,240000
336,977382.8636152375,888926.75,712670.9413426719,959000
337,426992.50420680817,467435.0,409671.83606602077,580000
338,564837.7199046308,567379.1875,569871.9929442719,600000
339,725289.0694747069,567471.6875,574210.8140710784,565000
340,187959.38598100274,194641.375,242472.77935269856,164000
341,454869.1072043164,451640.28125,421708.7467525614,345000
342,2424094.011009647,2985392.25,3422999.4875386627,2480000
343,343225.6398766181,338726.84375,308628.5737820892,275000
344,368544.3377166459,397480.21875,416927.58758311474,373000
345,440323.64782538806,446503.28125,463681.06828833406,450000
346,844453.0815707941,798014.375,987790.6351493585,691000
347,332127.7062470612,371907.25,399367.1513818102,532000
348,471781.61088281777,486785.65625,556551.9776676458,859000
349,399043.36785719125,402979.125,398965.96084182244,335000
350,535416.077153462,496585.03125,523193.0611742664,540000
351,358338.1570038853,380698.46875,386547.6780650523,438000
352,774219.926112008,730903.75,538751.286451354,865000
353,598233.908529507,548134.6875,458307.62894272,439000
354,461069.02323829784,442147.65625,506768.58925405116,395000
355,219124.264203705,256746.109375,288853.9277678035,216000
356,395291.59934956214,393824.75,522031.19551444607,354000
357,1727356.6606120483,1823966.25,1406025.96391904,800000
358,455742.70709278807,453421.375,490187.4604896844,529950
359,228005.30170797766,217504.984375,263918.80593181786,215000
360,390361.2005392241,478952.71875,382974.56035194587,500000
361,300827.49240915076,326059.65625,384005.7801338466,530000
362,364858.9636872624,402550.46875,397192.21820905095,355000
363,517704.9709401048,502138.75,510224.49442980834,470000
364,479108.3630850744,480787.375,550946.4770926815,420250
365,1005162.679724571,1009490.125,1020822.4438255789,799000
366,1560402.3281491613,1750067.625,2221889.22703607,1610000
367,557248.1431977759,599519.9375,645973.0867575543,554500
368,507023.0742757316,495812.25,504699.6782731761,499000
369,471939.0113788942,406419.46875,404304.00588213716,345000
370,350716.9002912603,347802.75,329778.4066702772,317000
371,462991.4200907904,522224.34375,582916.4178869934,557500
372,1070546.9014759355,1018851.5,772919.3760462136,540000
373,466914.50824953587,431783.40625,472216.8438810057,424500
374,657061.4270287023,628449.6875,485749.0260991296,640000
375,779132.7217421775,766366.3125,611173.8049324026,1040000
376,232036.6673370064,239709.765625,253930.22372929924,245000
377,450205.2272793556,330538.03125,329203.8751423573,225000
378,772864.8156037377,817646.5,817200.0365093373,715000
379,1401604.4607569887,1273801.25,1036662.8096605021,1490000
380,667639.2942260554,673123.6875,707049.3380889345,645000
381,210609.0612102327,192544.984375,231808.38324297106,140000
382,928662.1350015276,912958.1875,631030.713445504,930000
383,526017.5106893607,464257.1875,489451.1714632013,626000
384,359787.84569211316,381084.59375,381679.8204552124,360500
385,245344.3165302694,204282.796875,265768.480850952,160134
386,353967.1815201208,346572.71875,326698.45673511183,320000
387,322026.3120194883,350637.59375,365558.51882371755,350000
388,405874.1067342237,383427.53125,375831.1973943845,371000
389,713665.438797267,694165.8125,750794.4098183609,710000
390,352153.4968556912,372195.375,341531.06977064145,440000
391,334458.6731055265,328992.96875,342419.4704646894,418000
392,552607.0845788334,521894.75,569559.1533204016,420000
393,328821.2508875815,348830.875,329393.97859039303,385000
394,504585.6322208568,556938.0625,515603.86274334363,350000
395,816900.5273010888,812045.9375,622751.0992616024,760000
396,418562.79717746936,452884.1875,425525.1542644212,565000
397,700413.6067915288,743920.5625,591550.6034331444,640000
398,1568386.7173221898,1567969.75,1427234.144675612,1890000
399,533696.9705955067,535050.75,578890.7844839952,440000
400,551296.120481571,446683.0,380344.75666215527,624000
401,849919.6619066074,841515.375,1056891.0893276893,746500
402,406703.1337589902,369748.9375,349812.8711142719,402500
403,496428.44573626545,493859.96875,500170.7243215369,352000
404,370896.26969903783,378977.46875,358949.5844812733,332500
405,430027.50145097857,565495.5,469204.5434579693,392000
406,614275.8044379998,733700.0625,750365.2570114963,547500
407,606353.727942332,715223.625,850297.569113569,685000
408,495385.4882376788,515884.34375,476782.2860009201,762000
409,211252.5270458178,198586.9375,227268.0930660997,140000
410,1040394.6630319798,1057678.375,948036.458401147,1280000
411,342260.23258693214,409768.03125,372931.21899555734,236000
412,606199.7759386103,590407.0625,593496.103022505,535000
413,268498.3308149431,297281.59375,305981.98683000356,329000
414,295707.53681859147,263827.90625,278128.24079598085,114000
415,429343.39376081264,444590.34375,456159.9101332185,548000
416,738206.4913887786,745567.625,743931.9308698996,435000
417,348625.41848361865,332692.03125,363327.7360943377,377000
418,1225756.4725535202,1026960.9375,1116964.957235194,1280000
419,910682.1874273305,966243.1875,1135867.0815103403,860000
420,398355.34081416385,394132.84375,413657.6948169102,311000
421,322489.0186650192,305735.625,308205.81920301926,250000
422,363498.51925498387,361343.9375,371132.9632201171,300000
423,662257.6812140858,714688.375,816524.0644087379,559900
424,650451.1630584768,614762.875,496141.2292316791,560000
425,516565.45268069475,500538.96875,534375.0595835043,550000
426,366638.64239358075,379581.5,355317.7143285181,505000
427,283785.49088340625,337539.1875,325691.48030924046,265000
428,467169.4511931172,396142.875,385431.21185446065,560000
429,527641.1822678039,499485.125,474307.23935606674,500000
430,925361.5611395473,756828.5,673372.4124152885,659000
431,409698.6593083531,389141.15625,351144.1701396151,370037
432,785288.8518965651,755550.625,861452.8175307561,760005
433,397483.52180905757,357575.8125,329312.1169260292,460000
434,338917.943446569,422271.78125,394220.52205725654,299000
435,400077.22916459694,415859.875,395749.21117071976,605000
436,476264.6573906032,553958.4375,486216.6677914333,685000
437,335484.79283276375,320089.3125,363333.68313419545,453500
438,965156.43740192,913954.75,1117274.919024163,920000
439,595856.2871495748,608910.5,624804.8576934923,542000
440,314186.8329535829,424760.59375,392885.84231312777,470000
441,358494.7253475279,378740.8125,391819.9671575753,317000
442,195647.2754101539,247829.65625,239089.09403857164,175000
443,445910.6872447542,336052.375,323595.96141080506,430000
444,258530.28747634843,253806.484375,284872.5842604645,300000
445,1344163.8635934908,1272674.375,1064315.818475657,941500
446,424136.1685596701,364189.09375,373717.41841889545,340000
447,422677.9038758197,451088.03125,425983.2575254491,471000
448,2269224.3712969897,2468970.25,1944829.3399958701,2300000
449,376216.97565783444,381158.75,354906.6395188768,425000
450,228118.1062587626,270374.5625,321235.4541766649,241000
451,318906.2385798765,301727.90625,320008.5403007933,290000
452,821173.9314236017,769392.9375,713080.5417256501,725000
453,387413.01027632866,344207.71875,319741.50438121555,402000
454,379445.01373338874,377821.59375,355434.54230678076,575000
455,491065.1763927754,448633.59375,394004.2664315317,315000
456,236949.1331501621,242638.796875,276272.7368648805,234000
457,294946.9265392467,330329.75,419541.48189447075,625000
458,293536.56744957226,296397.21875,307711.1975532205,332500
459,614182.3965835008,487475.53125,471654.4346224026,435000
460,229170.2639113542,222651.71875,262338.62685028184,260000
461,619771.8626126222,565334.8125,522713.84359329677,629950
462,559128.1261149113,447540.0625,422582.42095056485,436000
463,430028.8519423357,400196.75,421766.2843465767,520000
464,275425.2326522769,263377.40625,305984.36085052957,235000
465,616812.0405518282,568336.125,541791.3858666184,671000
466,421607.12135973293,437607.03125,355774.8148912296,600000
467,249050.40447908806,276366.6875,311688.05542057165,255000
468,428813.9516208597,454176.125,434202.8511128872,600000
469,390082.31819044077,407212.09375,425338.800605974,410000
470,962331.4241662335,952388.5625,828477.5704721474,850000
471,507579.1597806699,489189.8125,478525.1838414917,470950
472,546993.9187030849,553065.8125,580556.050935221,475000
473,443699.76616258884,431000.9375,399968.3185162965,350000
474,206633.45476436717,227945.234375,255665.5942033617,236000
475,340443.3509701727,345247.25,326024.9659617901,339995
476,336563.85871059756,325134.03125,331875.2985690808,365000
477,473171.62998263544,507761.84375,564062.5659645126,585000
478,281687.6096060329,299221.15625,332180.1060763609,299995
479,392669.1290180776,426161.65625,406395.6749177284,369950
480,335137.4959077364,453918.0625,383545.2092049881,239000
481,348759.97445009096,331170.65625,365857.83810484677,360000
482,417383.53351762955,458449.5,434277.53459509375,463000
483,999635.4076301276,1036193.75,756021.2094077298,815000
484,869133.6866446596,929077.25,727533.7610011058,855000
485,456013.60670904,443035.75,403940.2138595511,439108
486,1717963.3712549282,1613934.625,1297118.326976215,1360000
487,791179.6600237826,630661.5625,597608.5066217359,825000
488,379709.96075039543,363454.90625,325447.740905623,460000
489,382877.5258126224,370887.1875,339758.13198924984,826000
490,777042.4117682753,705991.5625,672696.8996333817,472000
491,539468.2214919687,578829.125,474515.4684930632,540000
492,482761.8854273518,467984.0625,543014.6701664196,535000
493,234759.69476714,226454.515625,227966.8336942932,154950
494,211912.02669071572,223641.921875,240180.15359550563,245000
495,314612.78107441624,322326.125,352454.8304144105,322200
496,767059.3079618333,771266.3125,884621.6801283233,805000
497,274725.6018042223,276898.78125,313354.8612650461,270000
498,540300.6145822465,507973.0,479934.6204290228,518000
499,468188.78945653135,388265.9375,415113.9596325432,625000
500,315155.5906191845,321320.65625,327960.65491609316,299900
501,519284.6349949103,540555.5625,423636.42323595786,700000
502,1442937.5281440686,1392755.0,1226201.8337367105,3070000
503,374666.5280302434,385982.875,390868.2742705063,485000
504,170308.1530307715,174796.34375,206638.10213809524,100000
505,370923.66020117776,373212.28125,346304.265165052,581000
506,424022.1694456923,424642.71875,389015.9352214691,349000
507,815182.8477574842,858994.625,866222.4272437344,915000
508,787603.7008997729,692074.375,549319.0571731641,875000
509,1083149.4427243306,1099108.875,1295672.8779010419,1650000
510,1085503.141431087,1033963.8125,758869.3368310685,770000
511,445774.1045636417,469432.78125,438298.5077238648,430000
512,257280.57658469406,260590.375,303171.4836065031,172040
513,1114836.7781419083,995970.5,770203.6139603673,1000000
514,558330.8271132687,575507.8125,480470.7238590503,470000
515,559470.7148300434,488916.96875,563653.525789751,460000
516,644727.3730251197,600109.6875,582051.6417038903,597500
517,474386.3629551769,495339.1875,547288.717151276,438000
518,410146.6416704078,402663.34375,404230.83353498636,449000
519,600990.4057032611,597492.5,519068.0870521009,705000
520,252990.2831876573,288201.4375,298546.4077383636,315000
